tweet,label,clean_text,label_text,text_length,word_count
"ضربة صحيحة.. البوليس حجزو أكثر من 80 كيلو ديال الحشيش عند جوج بزناسة فالسمارة,",1,"ضربة صحيحة.. البوليس حجزو أكثر من كيلو ديال الحشيش عند جوج بزناسة فالسمارة,",neutral,75,13
saha aham min flos ok rah sahran hta sbah khaso ysafar 5 sa3at dyal tri9 3ad yarja3 5 sa3at,1,saha aham min flos ok rah sahran hta sbah khaso ysafar saat dyal tri ad yarja saat,neutral,82,17
نور على نور ... ^هل ما زال قلبك موجوع هاها..😁 ؟ ',0,نور على نور ... ^هل ما زال قلبك موجوع هاها..😁 ؟ ',positive,49,12
جميلا جدا عروسة المغرب',0,جميلا جدا عروسة المغرب',positive,23,4
"عمليات ديال الجدارمية ف”قرية أركمان” نواحي الناظور طيحات عدد من الروشيرشي بسباب الاتجار الدولي فالمخدرات وتهجير البشر,",1,"عمليات ديال الجدارمية ف”قرية أركمان” نواحي الناظور طيحات عدد من الروشيرشي بسباب الاتجار الدولي فالمخدرات وتهجير البشر,",neutral,118,17
تحياتي من نضيرة صديقة الفايسبوك  لك عفاف 😍﻿',0,تحياتي من نضيرة صديقة الفايسبوك لك عفاف 😍﻿',positive,43,8
تحية جميلة من الدار البيضاء إلى اجمل مدينة تطوان. احبكم﻿',0,تحية جميلة من الدار البيضاء إلى اجمل مدينة تطوان. احبكم﻿',positive,57,10
الطمع والغرورر بنادم طماع على الوهمالمجتمع لم يعد يثق في القاة و المحاكم ',2,الطمع والغرورر بنادم طماع على الوهمالمجتمع لم يعد يثق في القاة و المحاكم ',negative,74,14
يا بني ، لقد فاتك القطار ، كونا منتخب بدونك وحتي وإن انهزم فلا بأس. ',2,يا بني ، لقد فاتك القطار ، كونا منتخب بدونك وحتي وإن انهزم فلا بأس. ',negative,69,16
لا شَر َّ يؤذينــا لا ظُلمَ يؤذينــا والحب للجميع',0,لا شَر َّ يؤذينــا لا ظُلمَ يؤذينــا والحب للجميع',positive,50,9
الشمال كامل جمال ',0,الشمال كامل جمال ',positive,18,4
bro 3ndk limnya dyal ronaldo machaelah,0,bro ndk limnya dyal ronaldo machaelah,positive,37,6
واصلي اختي نحن في انتظار فيديو اخر :)﻿',0,واصلي اختي نحن في انتظار فيديو اخر :)﻿',positive,39,8
بمعنى آخر ، إنها المدينة التي لا تتزعزع,2,بمعنى آخر ، إنها المدينة التي لا تتزعزع,negative,39,8
ma kayenach khedma asslan donc ghir gless,1,ma kayenach khedma asslan donc ghir gless,neutral,41,7
ouii hadi f sahraa ahlaa gelssa wala msstaniya oghniya sma3t ma9ta3 sghiir o 3ejbaatni anamtakda,0,ouii hadi f sahraa ahlaa gelssa wala msstaniya oghniya smat mata sghiir o ejbaatni anamtakda,positive,92,15
sirii nti mrida lah ychafik 3andak mard smito hanane bagha tlahina 3an taswit tiri tiriii,1,sirii nti mrida lah ychafik andak mard smito hanane bagha tlahina an taswit tiri tiriii,neutral,87,15
هاد شوف تيفي مسكينة جريدة غير ناجحة و غير حاضية خبار الطيابات د الحمام',2,هاد شوف تيفي مسكينة جريدة غير ناجحة و غير حاضية خبار الطيابات د الحمام',negative,71,14
احسن لاعب في أفريقيا ',0,احسن لاعب في أفريقيا ',positive,22,5
ماشاءالله الله بالتوفيق والنجاح إن شاء الله',0,ماشاءالله الله بالتوفيق والنجاح إن شاء الله',positive,44,7
duo ibtissam o two tone ba3d ramdan,1,duo ibtissam o two tone bad ramdan,neutral,34,7
خلاتهم الحكومة السابقة هههههه وكمل علينا صاحب دعوتك .. وقاليهم عفى الله عما سلف ... اودي الله يجيب من يقول الحق ;-),2,خلاتهم الحكومة السابقة هههههه وكمل علينا صاحب دعوتك .. وقاليهم عفى الله عما سلف ... اودي الله يجيب من يقول الحق ;-),negative,115,22
sinon ghbrty 3lina mandiroch chi café,1,sinon ghbrty lina mandiroch chi café,neutral,36,6
ربي كبير الحمد لله وما عنده الا الخير',0,ربي كبير الحمد لله وما عنده الا الخير',positive,38,8
"يعيش ثلاثة أرباع مناطق البلاد في منتصف القرون في العصور الوسطى والجهل التام من قبل البلد الذي لا ينتبه. وسائل الإعلام فقط والوعود الخاطئة ومشاريع التطوير على الورق """,2,"يعيش ثلاثة أرباع مناطق البلاد في منتصف القرون في العصور الوسطى والجهل التام من قبل البلد الذي لا ينتبه. وسائل الإعلام فقط والوعود الخاطئة ومشاريع التطوير على الورق """,negative,165,29
"فيوم زيارة سانشيث للمغرب. فييخو تكلم على اتفاقية “سرية” بين سانشيز والرباط وحزب قومي إسباني باغي يوجه الدعوة لزعيم البوليساريو باش يلقي كلمة قدام “إل گونگريسو”,",1,"فيوم زيارة سانشيث للمغرب. فييخو تكلم على اتفاقية “سرية” بين سانشيز والرباط وحزب قومي إسباني باغي يوجه الدعوة لزعيم البوليساريو باش يلقي كلمة قدام “إل گونگريسو”,",neutral,160,26
تحياتي لشعب المصري',0,تحياتي لشعب المصري',positive,19,3
"وزير خارجية اوكرانيا: اتصلت ببوريطة وعلاقتنا حبية وبغينا نطوروها فهاد القطاعات,",1,"وزير خارجية اوكرانيا: اتصلت ببوريطة وعلاقتنا حبية وبغينا نطوروها فهاد القطاعات,",neutral,79,11
ادماج السلفيين في السياسة جاءتنا بايعاز من امريكا لكي تضعنا تحت تصرفها وان رفضنا اوامرها تحركهم كما تشاء..والبقية ركم فهمتوهااااا,2,ادماج السلفيين في السياسة جاءتنا بايعاز من امريكا لكي تضعنا تحت تصرفها وان رفضنا اوامرها تحركهم كما تشاء..والبقية ركم فهمتوهااااا,negative,129,20
hbibti matkhli ta klam silbiy iatar fik maba wat bghina laab khlik dima top darbi la eval bzf ghnily,0,hbibti matkhli ta klam silbiy iatar fik maba wat bghina laab khlik dima top darbi la eval bzf ghnily,positive,100,19
wdrt tweter 3la 9blha wllah l3adim telefon dyali 3amr btsawerha wlmosalsal dyalha jdid,1,wdrt tweter la blha wllah ladim telefon dyali amr btsawerha wlmosalsal dyalha jdid,neutral,82,13
مبروك ، عالمي ، بارك الله فينا,0,مبروك ، عالمي ، بارك الله فينا,positive,30,7
بنكيران الاحسن الى خرج من الحكومة عرف البلاد خلات ها فاش قولتها ليكم تولي بحال مصر,0,بنكيران الاحسن الى خرج من الحكومة عرف البلاد خلات ها فاش قولتها ليكم تولي بحال مصر,positive,82,16
لذلك عادوا إلى Ceuta و Melilla في بلدك ، وبلدك رائع ، ضامن مع Zagora ، الريف.,2,لذلك عادوا إلى Ceuta و Melilla في بلدك ، وبلدك رائع ، ضامن مع Zagora ، الريف.,negative,77,17
حتى ولو فاز البيجدي فلن يستطيع تشكيل حكومة منسجمة وسيتم حجب الثقة عنها,2,حتى ولو فاز البيجدي فلن يستطيع تشكيل حكومة منسجمة وسيتم حجب الثقة عنها,negative,70,13
aw safi khali hada daba taf9o 3la hada li ktabti,1,aw safi khali hada daba tafo la hada li ktabti,neutral,46,10
"كيف لا يعلن ترامب القدس باعتباره عاصمة إسرائيل ومعظم الزعماء العرب في نوم عميق يرغبون في الحفاظ على مقر الحكومة وتراكم الثروة على حساب شعوبهم المضطهدة ، """"",2,"كيف لا يعلن ترامب القدس باعتباره عاصمة إسرائيل ومعظم الزعماء العرب في نوم عميق يرغبون في الحفاظ على مقر الحكومة وتراكم الثروة على حساب شعوبهم المضطهدة ، """"",negative,155,28
galek darija machi louchatrès belle photo sidi dites fin kayna,0,galek darija machi louchatrès belle photo sidi dites fin kayna,positive,62,10
hia la jebti lia l3iba,1,hia la jebti lia liba,neutral,21,5
المغرب في خطر وعنصريو الأمازيغية يلعبون بالنار وبمستقبل المغاربة ',2,المغرب في خطر وعنصريو الأمازيغية يلعبون بالنار وبمستقبل المغاربة ',negative,66,10
كيانكم اضعف من أن تكون لكم عاصمه، انتم حثالة العالم.',2,كيانكم اضعف من أن تكون لكم عاصمه، انتم حثالة العالم.',negative,53,10
madam 3andk irada 3lach laa mawhiba saraha ma3amri chtek f chi haja,0,madam andk irada lach laa mawhiba saraha maamri chtek f chi haja,positive,64,12
دولة اللصوص ملايير تنفق من اجل تشجييع الفساد حسابكم عند الله',2,دولة اللصوص ملايير تنفق من اجل تشجييع الفساد حسابكم عند الله',negative,61,11
diha frassk okhli 3lik ihab o soha o rah al mghriib kamlo m3ahom o nta monafi9 o lah ital3ak nominie,2,diha frassk okhli lik ihab o soha o rah al mghriib kamlo mahom o nta monafi o lah italak nominie,negative,96,20
بوفال اعتقد انه ليس في أفضل حالاته. خاصو يولي يطلق الكورة من رجليه و يشارك الأصدقاء ديالو في الدفاع ',2,بوفال اعتقد انه ليس في أفضل حالاته. خاصو يولي يطلق الكورة من رجليه و يشارك الأصدقاء ديالو في الدفاع ',negative,101,20
الله صحراء في المغرب,0,الله صحراء في المغرب,positive,20,4
"الدكتور التازي واللي معاه تابعوهم بتهمة “الاتجار فالبشر”.. والقضية عندهم حامضة بزاف,",1,"الدكتور التازي واللي معاه تابعوهم بتهمة “الاتجار فالبشر”.. والقضية عندهم حامضة بزاف,",neutral,84,12
"الكلاب الضالة لي رونو مراكش.. العمدة المنصوري طوات هاد المشكل وها الحلول لي دارت – تصاور,",1,"الكلاب الضالة لي رونو مراكش.. العمدة المنصوري طوات هاد المشكل وها الحلول لي دارت – تصاور,",neutral,89,16
الله يكون فعوانكم وانا كندعي معكم ليل نهار ورمضان مبارك عليكم',0,الله يكون فعوانكم وانا كندعي معكم ليل نهار ورمضان مبارك عليكم',positive,62,11
لكن للأسف الشديد الرشوة استفحلت في مجتمعنا وأصبحت شيئا عاديا',2,لكن للأسف الشديد الرشوة استفحلت في مجتمعنا وأصبحت شيئا عاديا',negative,61,10
سبب يعود إلى بلد واحد ، لقد تبعتك السياسيون الغبيون ، وهو ما يعني الكلاب الضالة ، لعنة الله ، حتى يوم الحكم. اهتمامك الوحيد هو جمع الأموال العامة في معدتك.,2,سبب يعود إلى بلد واحد ، لقد تبعتك السياسيون الغبيون ، وهو ما يعني الكلاب الضالة ، لعنة الله ، حتى يوم الحكم. اهتمامك الوحيد هو جمع الأموال العامة في معدتك.,negative,155,31
واااسيرو ليرزق مكم..لعذاب الدنيا قبل عذاب القبر',2,واااسيرو ليرزق مكم..لعذاب الدنيا قبل عذاب القبر',negative,48,7
البرشا متعة وميسى ظاهرة لكن تتكرر',0,البرشا متعة وميسى ظاهرة لكن تتكرر',positive,34,6
"the """"""""""""""""thanks for your application, we appreciate and value your skills but for the moment unfortunately we can't hire you"""""""""""""""" look.",1,"the """"""""""""""""thanks for your application, we appreciate and value your skills but for the moment unfortunately we can't hire you"""""""""""""""" look.",neutral,141,21
اكبر مسخوط هو ااياس العماري بالشهادة الابتدائية  اراد،حكم المغرب  لمدة خمس سنوات.وتنااااكت,2,اكبر مسخوط هو ااياس العماري بالشهادة الابتدائية اراد،حكم المغرب لمدة خمس سنوات.وتنااااكت,negative,88,12
ميسي المغرب نتمنى له عودة موفقة',0,ميسي المغرب نتمنى له عودة موفقة',positive,32,6
"البرلمان الصبليوني ختار نهار زيارة سانشيث للرباط باش صوت على اقتراح ضد قرار الحكومة بالاعتراف بمغربية الصحرا. اقتراح ما عندو قيمة واليسار الراديكالي المشارك فالحكومة ماشي سوقو السياسة الخارجية,",1,"البرلمان الصبليوني ختار نهار زيارة سانشيث للرباط باش صوت على اقتراح ضد قرار الحكومة بالاعتراف بمغربية الصحرا. اقتراح ما عندو قيمة واليسار الراديكالي المشارك فالحكومة ماشي سوقو السياسة الخارجية,",neutral,193,29
سبب افساد دوزيم هو الافلام الاباحية وافساد المغاربة من بنات .نساء الا الشيوخ الكبار فيرفعون اكفهم للدعاد على جوج ميمات ميم الاولى مغرب وميم الثانية مصطي ',2,سبب افساد دوزيم هو الافلام الاباحية وافساد المغاربة من بنات .نساء الا الشيوخ الكبار فيرفعون اكفهم للدعاد على جوج ميمات ميم الاولى مغرب وميم الثانية مصطي ',negative,154,27
Ana a Khti Majrasi Walo Omaaafach asan la Ach Tathdrimin Jihti Rah Makyn Walo O Jani Greb nsma mnak a lhadra,2,Ana a Khti Majrasi Walo Omaaafach asan la Ach Tathdrimin Jihti Rah Makyn Walo O Jani Greb nsma mnak a lhadra,negative,108,21
"وزير خارجية اسبانيا : بغينا بلادنا تولي “فاعلة” وماشي “متفرجة” فمسار حل قضية الصحراء,",1,"وزير خارجية اسبانيا : بغينا بلادنا تولي “فاعلة” وماشي “متفرجة” فمسار حل قضية الصحراء,",neutral,85,14
منوره ياست الكل',0,منوره ياست الكل',positive,16,3
نعم انه منضر جد جميل',0,نعم انه منضر جد جميل',positive,21,5
pliz bnat darori tjibo trend mghribi wla ytarta9 fia chi 3ra9,2,pliz bnat darori tjibo trend mghribi wla ytarta fia chi ra,negative,58,11
o howa sadi9 l haidy ya3ni ja bch irfa3 l ma3nawyat l haidy 3ala hissab ba9i talaba,1,o howa sadi l haidy yani ja bch irfa l manawyat l haidy ala hissab bai talaba,neutral,77,17
ana f tanger dyar 50 dh ici,1,ana f tanger dyar dh ici,neutral,24,6
رائع أختي AFAF ، حظًا سعيدًا ، استمر في الإمام ، قد يكون الله معك. ',0,رائع أختي AFAF ، حظًا سعيدًا ، استمر في الإمام ، قد يكون الله معك. ',positive,68,16
ولدي ترميز لأهل الناس وخدودهم في بانما وسويسرا. ',2,ولدي ترميز لأهل الناس وخدودهم في بانما وسويسرا. ',negative,49,9
l3wachr hadi li bghat lhassanat hadi hia loccasion avant ramadan,1,lwachr hadi li bghat lhassanat hadi hia loccasion avant ramadan,neutral,63,10
الف مبروك خويا دوزى رك تستحقه حيت صوتك ماشي اي صوت رك كنت رائع احبك وكفى',0,الف مبروك خويا دوزى رك تستحقه حيت صوتك ماشي اي صوت رك كنت رائع احبك وكفى',positive,73,16
هههه نتي ديما نجحا آلابغتي تولي حتي وزير فالمغرب فالبلاصه',0,هههه نتي ديما نجحا آلابغتي تولي حتي وزير فالمغرب فالبلاصه',positive,58,10
سير بلا رجعة. دون المستوى وأي فريق سوف يتعاقد مع هذا الفاشل سيكون في القسم التاني.',2,سير بلا رجعة. دون المستوى وأي فريق سوف يتعاقد مع هذا الفاشل سيكون في القسم التاني.',negative,83,16
"آسف ، عمر ، فقدنا الصدق """,2,"آسف ، عمر ، فقدنا الصدق """,negative,25,7
3andha 3ard tamtilll w raaha tekra fihh w mo9adima maghribiya w hafla f chahr 8,1,andha ard tamtilll w raaha tekra fihh w moadima maghribiya w hafla f chahr,neutral,74,14
الجهل يدفع الكثير الى اللهث وراء الأوهام. هؤلاء هم من يستهدفهم المحتالين',2,الجهل يدفع الكثير الى اللهث وراء الأوهام. هؤلاء هم من يستهدفهم المحتالين',negative,73,12
chabakouni ald7mani chi wa7d f chtouka,1,chabakouni aldmani chi wad f chtouka,neutral,36,6
إنه يشبه بحيرة بنكران مع الملك ، يا ابني,2,إنه يشبه بحيرة بنكران مع الملك ، يا ابني,negative,40,9
"خليهن منسق مجموعة “السي دي تي” فمجلس المستشارين لـ”كَود”: الأغلبية الحكومية ماقدراتش على تجيري هاد المرحلة وكاينة روينة فتدبير ملف التعليم,",1,"خليهن منسق مجموعة “السي دي تي” فمجلس المستشارين لـ”كَود”: الأغلبية الحكومية ماقدراتش على تجيري هاد المرحلة وكاينة روينة فتدبير ملف التعليم,",neutral,139,21
ouiiii ussi ana ghanswet liha w ghatb9a f lfianl inchallah ded f les fans inchallah rebi makykhibch radi tkhrej fihom,0,ouiiii ussi ana ghanswet liha w ghatba f lfianl inchallah ded f les fans inchallah rebi makykhibch radi tkhrej fihom,positive,116,20
mouhal kon kanet kora daro ichhar ff 2m,1,mouhal kon kanet kora daro ichhar ff m,neutral,38,8
روعه ياعاشق ',0,روعه ياعاشق ',positive,13,3
جاء إلينا السلفيون في السياسة بناءً على طلب أمريكا من أجل إتاحتنا ، وإذا رفضنا أوامرها بنقلهم كما يحلو لك ... وبقية فهمك. فهمت ذلك.,2,جاء إلينا السلفيون في السياسة بناءً على طلب أمريكا من أجل إتاحتنا ، وإذا رفضنا أوامرها بنقلهم كما يحلو لك ... وبقية فهمك. فهمت ذلك.,negative,131,25
matnsawch ra katkhtalf visa li ghadi ghir touriste machi li ghadi 3la 9bl khedma ana kan9alb la ma3lomat daba,1,matnsawch ra katkhtalf visa li ghadi ghir touriste machi li ghadi la bl khedma ana kanalb la malomat daba,neutral,105,19
لماذا مازالت مستمرة؟ لماذا لم توضع اليد على مكان الخلل؟ لماذا تستمر الادارة الحالة في تسييرها؟ لماذا هي خارج نطاق سلطة الحكومة',2,لماذا مازالت مستمرة؟ لماذا لم توضع اليد على مكان الخلل؟ لماذا تستمر الادارة الحالة في تسييرها؟ لماذا هي خارج نطاق سلطة الحكومة',negative,127,22
"هضرو على واقع ومستقبل التعاون القضائي بين المغرب وقطر.. عبد النباوي تلاقى اليوم مع وزير العدل القطري,",1,"هضرو على واقع ومستقبل التعاون القضائي بين المغرب وقطر.. عبد النباوي تلاقى اليوم مع وزير العدل القطري,",neutral,101,17
نحن ضد عودته تماما الخائن يبقى خائن نريد لاعبين وطنيين حتى النخاع ',2,نحن ضد عودته تماما الخائن يبقى خائن نريد لاعبين وطنيين حتى النخاع ',negative,67,13
lah ihfadak wi ikhlik dima dahko lah ikhli lik ahbak,0,lah ihfadak wi ikhlik dima dahko lah ikhli lik ahbak,positive,52,10
كيف سمحت لك نفسك ان تقارن اردوغان بالحمار بنكيران للتذكير انا #ممصوتش,2,كيف سمحت لك نفسك ان تقارن اردوغان بالحمار بنكيران للتذكير انا ممصوتش,negative,68,12
"وزيرة السياحة محزمة بالمؤثرين والمؤثرات. بغات “فرصة” توصل باهانة الصحافة واقحام المؤثرين,",1,"وزيرة السياحة محزمة بالمؤثرين والمؤثرات. بغات “فرصة” توصل باهانة الصحافة واقحام المؤثرين,",neutral,89,12
chooof bla mat3ti l2a3dar lrassk 79aa sakn bo7dii rak gha katkhraa ila kan hada lmochkiiil sahla hbet lt7t oha lmochkil t7eel katghtii chemss blghrbaal db bynti bla loser dorigine fach bditi kat3ti l2a3dar lrassk,2,chooof bla matti ladar lrassk aa sakn bodii rak gha katkhraa ila kan hada lmochkiiil sahla hbet ltt oha lmochkil teel katghtii chemss blghrbaal db bynti bla loser dorigine fach bditi katti ladar lrassk,negative,201,34
"وأنت أجمل سعد وأقوى سعد على الرغم من الشر وعلى الرغم من الحكدي """,0,"وأنت أجمل سعد وأقوى سعد على الرغم من الشر وعلى الرغم من الحكدي """,positive,64,14
bghat tfaskho hhhhhhhhh jamila li trt 3liha okan galak mlayan d ti97bin chafti hanti griti,1,bghat tfaskho hhhhhhhhh jamila li trt liha okan galak mlayan d tibin chafti hanti griti,neutral,87,15
rah dyrinha db khas tokon yawmiyan,1,rah dyrinha db khas tokon yawmiyan,neutral,34,6
السعودية الغبية سوف تاكل الطعم قريبا ههههه',2,السعودية الغبية سوف تاكل الطعم قريبا ههههه',negative,43,7
anaaaaaaa me 9ol lya wach jayb m3ak ihab amir,1,anaaaaaaa me ol lya wach jayb mak ihab amir,neutral,43,9
الحرام والحلال لا نراه الا في الشكليات. ثقافة التخلف ستبقى لقرون أخرى. ',2,الحرام والحلال لا نراه الا في الشكليات. ثقافة التخلف ستبقى لقرون أخرى. ',negative,72,13
لا حول ولا قوة الا بالله اللهم ارحمه واجعل مثواه الجنة',2,لا حول ولا قوة الا بالله اللهم ارحمه واجعل مثواه الجنة',negative,55,11
السلام ... على المتعجرف. ',2,السلام ... على المتعجرف. ',negative,26,5
عشاق العرجاء ومائتي الفتنة في أي مدينة,2,عشاق العرجاء ومائتي الفتنة في أي مدينة,negative,38,7
Wayiih Aslan Ana Maandiich Maha Wlkin Hna Ghanbano Khaybiin,2,Wayiih Aslan Ana Maandiich Maha Wlkin Hna Ghanbano Khaybiin,negative,59,9
يمشي يقتاطعها للبرلمانيين و الوزراء ماشي المواطن المقهور,2,يمشي يقتاطعها للبرلمانيين و الوزراء ماشي المواطن المقهور,negative,56,8
ma3andon chaghla ghir hanane,2,maandon chaghla ghir hanane,negative,27,4
"وزيرة الانتقال الطاقي: مكنشريوش الغاز من اسبانيا وها شنو تافقنا معها.. وكنوجدو صفقات مع دول صديقة منها قطر باش نستوردو الغاز الطبيعي,",1,"وزيرة الانتقال الطاقي: مكنشريوش الغاز من اسبانيا وها شنو تافقنا معها.. وكنوجدو صفقات مع دول صديقة منها قطر باش نستوردو الغاز الطبيعي,",neutral,133,22
الاوباش مكيحملوهش فريق اتحاد طنجة مستواه ضعيف رغم احتلاله مراكز متقدمة',2,الاوباش مكيحملوهش فريق اتحاد طنجة مستواه ضعيف رغم احتلاله مراكز متقدمة',negative,71,11
"الكاتب المغربي المعطي قبال اللي عايش ففرنسا لـ”كَود”: المناظرة بين ماكرون ولوبان غادي تحسم مصير التصويت والمرشحين نزلو للتيران بكل ثقلهم وها اللي شاغل الفرنسيين دبا,",1,"الكاتب المغربي المعطي قبال اللي عايش ففرنسا لـ”كَود”: المناظرة بين ماكرون ولوبان غادي تحسم مصير التصويت والمرشحين نزلو للتيران بكل ثقلهم وها اللي شاغل الفرنسيين دبا,",neutral,165,26
hhhhhhhhhhh wagha sakti daba ihjmo 3lik hhhhhhhh kaybano gha man lil l lil b7al khafafich h 😂😂😂😂,2,hhhhhhhhhhh wagha sakti daba ihjmo lik hhhhhhhh kaybano gha man lil l lil bal khafafich h 😂😂😂😂,negative,94,17
chofi momkin inazel fa9rat ibtissam,1,chofi momkin inazel farat ibtissam,neutral,34,5
wait a minute ana dima kankhrj w ndkhl flhdra,2,wait a minute ana dima kankhrj w ndkhl flhdra,negative,45,9
W tchka mn lonssoria f sbagna hhh,2,W tchka mn lonssoria f sbagna hhh,negative,33,7
رائع مازال كاين ناس قلبهوم مزيان وبغاو لها الهير رغم مجرد تجربة اجتماعية',0,رائع مازال كاين ناس قلبهوم مزيان وبغاو لها الهير رغم مجرد تجربة اجتماعية',positive,73,13
وا مامن دوي ريسالا وادها غير ليبغا yfhmha awja,2,وا مامن دوي ريسالا وادها غير ليبغا yfhmha awja,negative,46,9
الله يخليله والديه ويحفظهم ليه',0,الله يخليله والديه ويحفظهم ليه',positive,31,5
الله اكمل عليه تبارك الله عليه',0,الله اكمل عليه تبارك الله عليه',positive,31,6
و الله محبتكم هي كل شيء',0,و الله محبتكم هي كل شيء',positive,24,6
إذا شفاء الخوخ من حقيقة أن Dawa Rasu يشبه المغربية الجهلة والنفسية ، فسوف يتغلب على بعض المرضى ويفعل ما يفعلونه ، لكن الساحر لا يملأ ما يفعله.,2,إذا شفاء الخوخ من حقيقة أن Dawa Rasu يشبه المغربية الجهلة والنفسية ، فسوف يتغلب على بعض المرضى ويفعل ما يفعلونه ، لكن الساحر لا يملأ ما يفعله.,negative,142,28
salam samira brit nsowelk kantmna tjawbini walaw mera we7da wach ana dert lik chi haja,2,salam samira brit nsowelk kantmna tjawbini walaw mera weda wach ana dert lik chi haja,negative,85,15
basuma plz jawbi hadi darurikulch baghi y3ref bssah andki barnamaj f lebanon ntin w chi nas mn starac at9dmuh,1,basuma plz jawbi hadi darurikulch baghi yref bssah andki barnamaj f lebanon ntin w chi nas mn starac atdmuh,neutral,107,19
حظا سعيدا ، واي الله يحميك ، فخر المغرب. ',0,حظا سعيدا ، واي الله يحميك ، فخر المغرب. ',positive,42,10
"الحكومة عطات هدايا جديدة للمقاولات الوطنية لي كتشد الصفقات العمومية..منها تمديد آجال الأشغال واسترجاع الضمانات وفسخ الكونطرا وديا,",1,"الحكومة عطات هدايا جديدة للمقاولات الوطنية لي كتشد الصفقات العمومية..منها تمديد آجال الأشغال واسترجاع الضمانات وفسخ الكونطرا وديا,",neutral,130,18
"الاجتماعات بدات فإسبانيا بين مسؤولين كبار باش يوجدو من دابا لعملية العبور “مرحبا” اللي غتكون بين 15 جوان و 15 سبتمبر,",1,"الاجتماعات بدات فإسبانيا بين مسؤولين كبار باش يوجدو من دابا لعملية العبور “مرحبا” اللي غتكون بين جوان و سبتمبر,",neutral,111,19
فعلا عقول قذرة',2,فعلا عقول قذرة',negative,15,3
عقل راقي وكلام أرقى جزاك الله خيرا',0,عقل راقي وكلام أرقى جزاك الله خيرا',positive,35,7
wachofi akhti mzian rahoma oraj3oha lhanan chofi foto l akhra w sa3a,1,wachofi akhti mzian rahoma orajoha lhanan chofi foto l akhra w saa,neutral,66,12
منورين الشباب',0,منورين الشباب',positive,14,2
الكفار افلامهم احسن بكثير من افلامكم الوسخة وتطلبون دعم وزارة الثقافة من العدالة و التنمية (الإسلامي) لبث المزيد من السموم في مجتمع اصلا مريض.',2,الكفار افلامهم احسن بكثير من افلامكم الوسخة وتطلبون دعم وزارة الثقافة من العدالة و التنمية (الإسلامي) لبث المزيد من السموم في مجتمع اصلا مريض.',negative,143,24
mochkila ana 3andi man 2020 hhhh tfooo,2,mochkila ana andi man hhhh tfooo,negative,32,6
ghir goli lihom hena harb dyalna khayba sawli batma o 3a2itha o 3enza li kijbad ibtissam kandamouh khalouna mazyanin,2,ghir goli lihom hena harb dyalna khayba sawli batma o aitha o enza li kijbad ibtissam kandamouh khalouna mazyanin,negative,113,19
chafti boussarwal lhmar farhan lmohim nasim lazim yarbah 3rafti machalah sohaila chhal walat zwina tbarkallah,0,chafti boussarwal lhmar farhan lmohim nasim lazim yarbah rafti machalah sohaila chhal walat zwina tbarkallah,positive,108,15
hhhh iwa alllah yekemel bikhir metenshanch f erss,0,hhhh iwa alllah yekemel bikhir metenshanch f erss,positive,49,8
wa ray kayn stade f l aayoune,1,wa ray kayn stade f l aayoune,neutral,29,7
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhd,2,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhd,negative,36,1
موفقة اختي عفاف في مسيرتك ومزيدا من التألق والنجاح اتابعك منذ مدة عبر الانستغرام ما شاء الله عليك قلبا وقالبا﻿',0,موفقة اختي عفاف في مسيرتك ومزيدا من التألق والنجاح اتابعك منذ مدة عبر الانستغرام ما شاء الله عليك قلبا وقالبا﻿',positive,111,20
وربي يسعدك وينورك ياأغلی إنسان عزيز علی قلبي ويخليلك ويعيشلك الوالدين ديالك يانور عنيا أنت الكبدة وأنت العمر وأنا نحبك كثر وكثر',0,وربي يسعدك وينورك ياأغلی إنسان عزيز علی قلبي ويخليلك ويعيشلك الوالدين ديالك يانور عنيا أنت الكبدة وأنت العمر وأنا نحبك كثر وكثر',positive,128,22
و سير الله ينعل جدود مكم .... يا اولاد المؤخرة   ...  40حزب ومادرتو والو ... دولة فيها 2 احزاب وتقبو السماء,2,و سير الله ينعل جدود مكم .... يا اولاد المؤخرة ... حزب ومادرتو والو ... دولة فيها احزاب وتقبو السماء,negative,100,20
مساكين ظنوا أنهم أسقطوا الرأس,2,مساكين ظنوا أنهم أسقطوا الرأس,negative,29,5
hhh la machi haydak ana trabit n3awel 3la rasi dakchi 3lach makan7taj ta 7ed gher llah w khouti w walidiya,1,hhh la machi haydak ana trabit nawel la rasi dakchi lach makantaj ta ed gher llah w khouti w walidiya,neutral,101,20
تعد السياسة في بلدنا امتدادًا للخداع والمكر ، وكل ما أوصي به أن ينفجر قدراتك الفكرية في العمل الإنساني المتوافق مع أولئك الذين لديهم قلب طيب.,2,تعد السياسة في بلدنا امتدادًا للخداع والمكر ، وكل ما أوصي به أن ينفجر قدراتك الفكرية في العمل الإنساني المتوافق مع أولئك الذين لديهم قلب طيب.,negative,141,26
