tweet,label,clean_text,label_text,text_length,word_count
وزير AWQAF و Wakila,1,وزير AWQAF و Wakila,neutral,19.0,4.0
فيلم هندي ... كيما فيلم النوفمبرية الباديسية امبعد خبطوهم بدستور يدعم خرافة اللغة الثانية @user,2,فيلم هندي ... كيما فيلم النوفمبرية الباديسية امبعد خبطوهم بدستور يدعم خرافة اللغة الثانية,negative,89.0,14.0
@user ماشي ساهلة يكون معانا أعداء مقنعة تدعي الوطنية و دس السم في العسل، تونس دولة ذات سيادة و عندها تاريخ عري… @user,2,ماشي ساهلة يكون معانا أعداء مقنعة تدعي الوطنية و دس السم في العسل، تونس دولة ذات سيادة و عندها تاريخ عري…,negative,105.0,21.0
Maalalis 😂😂😂,1,Maalalis 😂😂😂,neutral,12.0,2.0
سقسي جوهينا ..,1,سقسي جوهينا ..,neutral,14.0,3.0
@user اك ناايس😂، ماعلاباليش واش نرد🗿\nليلة سعيدة,0,اك ناايس😂، ماعلاباليش واش نرد🗿\nليلة سعيدة,positive,42.0,6.0
@user وقتاش تبدى,1,وقتاش تبدى,neutral,10.0,2.0
لقد تغيرت العقلية,1,لقد تغيرت العقلية,neutral,17.0,3.0
@user قوة ضاربه و نص و لي ما عجباتوش الجزاير يضرب راسو في ستين حيط … ممكن جدا انت من جماعه لي شعلو النار… جدودنا… @user,2,قوة ضاربه و نص و لي ما عجباتوش الجزاير يضرب راسو في ستين حيط … ممكن جدا انت من جماعه لي شعلو النار… جدودنا…,negative,107.0,24.0
حنا مكنسواوس حنا كنس قبيح خصنا نديرو حملة نوقفو ها النية الزايدة نورو المشارقة كلهم أننا حبسنا الكرم والنية والضياف… @user,2,حنا مكنسواوس حنا كنس قبيح خصنا نديرو حملة نوقفو ها النية الزايدة نورو المشارقة كلهم أننا حبسنا الكرم والنية والضياف…,negative,116.0,20.0
بعيدا عن الشر ، ربما ومعها,0,بعيدا عن الشر ، ربما ومعها,positive,26.0,6.0
😍 Ret,0,😍 Ret,positive,5.0,2.0
أحب ديك الملايين,1,أحب ديك الملايين,neutral,16.0,3.0
مثل بقية الشك,1,مثل بقية الشك,neutral,13.0,3.0
ومعه أخي ، ما رأيك 😂😂💔,0,ومعه أخي ، ما رأيك 😂😂💔,positive,22.0,6.0
وماذا لا تريد خويا,0,وماذا لا تريد خويا,positive,18.0,4.0
RT @user @user راني مخبي زعما باش مايعرفونيش,1,RT راني مخبي زعما باش مايعرفونيش,neutral,32.0,6.0
RT @user تكون لداخل، خليها عي فسطح. ما عرفتش علاش شاركت هد الفكرة، واقيلا حيت أنا مهووس بdynamics ديال العلاقات الإجتماعية و تأثير…,2,RT تكون لداخل، خليها عي فسطح. ما عرفتش علاش شاركت هد الفكرة، واقيلا حيت أنا مهووس بdynamics ديال العلاقات الإجتماعية و تأثير…,negative,125.0,22.0
@user @user اشتريت بالدينار وب 20 مليون ؟؟!! وقتاش شريت التذكرة !!,1,اشتريت بالدينار وب مليون ؟؟!! وقتاش شريت التذكرة !!,neutral,51.0,9.0
دار ڨ,1,دار ڨ,neutral,5.0,2.0
@user علابالي بلي انا اللولة لي نكره و ننسحب 😂,2,علابالي بلي انا اللولة لي نكره و ننسحب 😂,negative,40.0,9.0
😂🤣 ومعه ، لا يرفض Dzayer الزيارة,1,😂🤣 ومعه ، لا يرفض Dzayer الزيارة,neutral,32.0,7.0
@user هههه زيد في الفايسبوك يخلوك تهدر بزاف اكتب جرنال حتى تتعب، في تويتر يقلك احكي كلم,1,هههه زيد في الفايسبوك يخلوك تهدر بزاف اكتب جرنال حتى تتعب، في تويتر يقلك احكي كلم,neutral,81.0,16.0
@user @user والله غير علابالي بلي متاهلتش,1,والله غير علابالي بلي متاهلتش,neutral,29.0,5.0
@user القمر يبان وحدو 😍😍😍\nحوست عليك ما جبرتكش تا جيتي وحدك \nواقيلا سينيال,0,القمر يبان وحدو 😍😍😍\nحوست عليك ما جبرتكش تا جيتي وحدك \nواقيلا سينيال,positive,69.0,12.0
ما يا خو 😂😂,1,ما يا خو 😂😂,neutral,11.0,4.0
@user مزية لي راكي تستعرفي وماخسرتيش كاش زوالي مسكيين,0,مزية لي راكي تستعرفي وماخسرتيش كاش زوالي مسكيين,positive,47.0,8.0
😂😂😂 مطحنة الصيد الحكمة,1,😂😂😂 مطحنة الصيد الحكمة,neutral,22.0,4.0
@user أجمل شيء 🧡 وصغار وقتاش يجيبهم 😂😂👌,0,أجمل شيء 🧡 وصغار وقتاش يجيبهم 😂😂👌,positive,33.0,7.0
سخيت ، ابنة أختي ، عصر ، \ n ، وما هي الحاجة إلى تعزيز شخصيتي.,1,سخيت ، ابنة أختي ، عصر ، \ n ، وما هي الحاجة إلى تعزيز شخصيتي.,neutral,62.0,16.0
@user تفضلي سقسي فرنديقتي و علاش مترددة  😁,0,تفضلي سقسي فرنديقتي و علاش مترددة 😁,positive,35.0,7.0
@user لا مكانش منها قع، قتلك فيها مظلومية زايدة برك\nدور فاليوتوب تلقاهم كامل يمعنيو قهوي على صاحب السلوك السيء.,2,لا مكانش منها قع، قتلك فيها مظلومية زايدة برك\nدور فاليوتوب تلقاهم كامل يمعنيو قهوي على صاحب السلوك السيء.,negative,106.0,18.0
القهى هو الشخص الذي يصف الآخرين مع \ n ، مع ملابس متواضعة.,0,القهى هو الشخص الذي يصف الآخرين مع \ n ، مع ملابس متواضعة.,positive,58.0,13.0
@user @user @user @user امال اتو انقوللها وقتاش تعوم 😂,1,امال اتو انقوللها وقتاش تعوم 😂,neutral,30.0,6.0
آه ، لا أعرف أربع غرف بما يكفي لفريق ، يريد الله ، أن يصنع باش ، سيقدمون ...,1,آه ، لا أعرف أربع غرف بما يكفي لفريق ، يريد الله ، أن يصنع باش ، سيقدمون ...,neutral,76.0,19.0
@user ولكن رتبتك العالية راح تضر بزاف ناس لهما الشعب,2,ولكن رتبتك العالية راح تضر بزاف ناس لهما الشعب,negative,46.0,9.0
Allabali Khaled Allabali ، قد يحميك الله ، الله يريد ذلك ويعطيك ما يتمناه قلبك ، الله يريده الله,0,Allabali Khaled Allabali ، قد يحميك الله ، الله يريد ذلك ويعطيك ما يتمناه قلبك ، الله يريده الله,positive,96.0,19.0
😭😭😭😭😭😭😭😭😭😭😭😭😭😭 إجابتنا الشابة 😭,0,😭😭😭😭😭😭😭😭😭😭😭😭😭😭 إجابتنا الشابة 😭,positive,31.0,4.0
هذا القرار,1,هذا القرار,neutral,10.0,2.0
في دزاير ماكاش تخطيط للمستقبل، نوض من رقاد شوف الأمور وين راهي رايحة وتبعها,2,في دزاير ماكاش تخطيط للمستقبل، نوض من رقاد شوف الأمور وين راهي رايحة وتبعها,negative,75.0,14.0
تعال,1,تعال,neutral,4.0,1.0
@user كون غير يعتزلو جياحة  بعد خرجة حبوس,2,كون غير يعتزلو جياحة بعد خرجة حبوس,negative,34.0,7.0
@user شفت ثلث حلقات ماعجبونيش الكوبلز، ماكاش chemistry  بيناتهم، البطل لي نورماملو متنمر كي يزعف يولي كيوت ت… @user,2,شفت ثلث حلقات ماعجبونيش الكوبلز، ماكاش chemistry بيناتهم، البطل لي نورماملو متنمر كي يزعف يولي كيوت ت…,negative,102.0,17.0
@user علابالي لازم الخروج يكون بقوة ما عندهم ما يديروا,0,علابالي لازم الخروج يكون بقوة ما عندهم ما يديروا,positive,48.0,9.0
@user اعطينا اخر اخبار مواقف الاتحاد الاوربي واسبانيا علابالي انت فووور.,0,اعطينا اخر اخبار مواقف الاتحاد الاوربي واسبانيا علابالي انت فووور.,positive,66.0,10.0
@user مليحة بزاف صراحة عجبتني,0,مليحة بزاف صراحة عجبتني,positive,23.0,4.0
بنادم يحكيلي في حاجة و انا علابالي بيه يكذب\nوجهي: @user,2,بنادم يحكيلي في حاجة و انا علابالي بيه يكذب\nوجهي:,negative,50.0,9.0
@user شوف معاناة المتفرجين لخدمو يومين و راهم بطالين حاليا علابالي راكم عارفين كلش بصح لا حياة لكن تنادي @user,2,شوف معاناة المتفرجين لخدمو يومين و راهم بطالين حاليا علابالي راكم عارفين كلش بصح لا حياة لكن تنادي,negative,98.0,18.0
Omra ساعتين والحج في يوم من الأيام ، يعود الصباح إلى اليوم السابق ، وليس للمعلم.,0,Omra ساعتين والحج في يوم من الأيام ، يعود الصباح إلى اليوم السابق ، وليس للمعلم.,positive,80.0,16.0
ههههههههههههههههههههههههههههههههه,0,ههههههههههههههههههههههههههههههههه,positive,33.0,1.0
وأول موهارام؟,1,وأول موهارام؟,neutral,13.0,2.0
@user زعما نتا مول العقل أسي الغزواني ...هذاك راه حساب ساخر 🤣,2,زعما نتا مول العقل أسي الغزواني ...هذاك راه حساب ساخر 🤣,negative,55.0,11.0
@user علابالي مهمش أوروبا ولا امريكا,1,علابالي مهمش أوروبا ولا امريكا,neutral,30.0,5.0
يتم تعديل المتنورين,1,يتم تعديل المتنورين,neutral,19.0,3.0
شكرا لك على لالا! لا العدالة الضريبية,0,شكرا لك على لالا! لا العدالة الضريبية,positive,37.0,7.0
أخي كما تريد,0,أخي كما تريد,positive,12.0,3.0
وأول موهارام؟,1,وأول موهارام؟,neutral,13.0,2.0
هاد جمهور أرسنال واقيلا ملقا ميقول من غير تيكيلا\n#premiereleagu,2,هاد جمهور أرسنال واقيلا ملقا ميقول من غير تيكيلا\npremiereleagu,negative,63.0,9.0
أحب ديك الملايين,1,أحب ديك الملايين,neutral,16.0,3.0
@user @user الله يحفظك سفيان على بالي وليدها و اذا جيت لتيارت مرحبا بيك,0,الله يحفظك سفيان على بالي وليدها و اذا جيت لتيارت مرحبا بيك,positive,59.0,12.0
قتلني الحاج الضحك 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣,0,قتلني الحاج الضحك 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣,positive,153.0,71.0
@user حتى انا توحشتك بزاف يا بقرة 😔🤍,2,حتى انا توحشتك بزاف يا بقرة 😔🤍,negative,30.0,7.0
المنظمة هي غادي ، لذلك فهي عالية كما كانت في ألعاب أوران البحر المتوسط؟ 😅 ...,1,المنظمة هي غادي ، لذلك فهي عالية كما كانت في ألعاب أوران البحر المتوسط؟ 😅 ...,neutral,77.0,16.0
@user اوك حبيت نقولك ماما صاحبة الميدان من قبلللك وبزااف حاربت لدرجة استقالت وهاجرت علابالي ب كلش رشاوى +ساب… @user,2,اوك حبيت نقولك ماما صاحبة الميدان من قبلللك وبزااف حاربت لدرجة استقالت وهاجرت علابالي ب كلش رشاوى +ساب…,negative,103.0,18.0
لقد غيرت الزيت من ألبالي جامي زيت ، هدية كهدية ، لذلك فهي 😏😏,1,لقد غيرت الزيت من ألبالي جامي زيت ، هدية كهدية ، لذلك فهي 😏😏,neutral,60.0,14.0
😂 وماذا تبكي؟,1,😂 وماذا تبكي؟,neutral,13.0,3.0
مرحبًا ، مرحبًا بكم وإلى tlemcen 🌹,0,مرحبًا ، مرحبًا بكم وإلى tlemcen 🌹,positive,34.0,7.0
@user جياحة !! لوكان يكتب راجل صباح الخير واحد مايرد عليه..مجتمعنا عيان مايدصق يشوف حساب مؤنث ويتفاعل مع… @user,2,جياحة !! لوكان يكتب راجل صباح الخير واحد مايرد عليه..مجتمعنا عيان مايدصق يشوف حساب مؤنث ويتفاعل مع…,negative,99.0,17.0
@user ماطوليش بزاف وجيبي معاك حاجة ناكلها ههههه,0,ماطوليش بزاف وجيبي معاك حاجة ناكلها ههههه,positive,41.0,7.0
@user @user علابالي بلي فهمت مليح. و قاع رانا فاهمين لكن لا نناقض بعضنا,0,علابالي بلي فهمت مليح. و قاع رانا فاهمين لكن لا نناقض بعضنا,positive,59.0,12.0
📌👈 إنه حاكم مهرجان تيمود لتصفح الإضاءة والصوت ، شكرًا لك \ n👈,1,📌👈 إنه حاكم مهرجان تيمود لتصفح الإضاءة والصوت ، شكرًا لك \ n👈,neutral,61.0,13.0
بدون ميزة ، أختي الصغيرة ، ناتي \ n ، مهمة بالنسبة لك.,0,بدون ميزة ، أختي الصغيرة ، ناتي \ n ، مهمة بالنسبة لك.,positive,54.0,13.0
إلى حزبك عاد إليك أنت وعائلتك بالصحة والرفاه ، وربما يقبله الله منا وأنت أفعال جيدة,0,إلى حزبك عاد إليك أنت وعائلتك بالصحة والرفاه ، وربما يقبله الله منا وأنت أفعال جيدة,positive,83.0,16.0
@user وين علابالى دوك هك شوي مانلقاكش,2,وين علابالى دوك هك شوي مانلقاكش,negative,31.0,6.0
😂😂😂 أنا على,1,😂😂😂 أنا على,neutral,11.0,3.0
لا يزال لا يحدث وأنا أنتظر هاهاها,1,لا يزال لا يحدث وأنا أنتظر هاهاها,neutral,33.0,7.0
سمة من سمات القتل 😂🤦 \ ud♀,0,سمة من سمات القتل 😂🤦 \ ud♀,positive,26.0,7.0
@user هههههههههه هي اي لقطة تعهم غاضتني كي قالي طاطا هههه انا طاطا انا مزلت صغيرة على روحي نسيت بلي في يد… @user,2,هههههههههه هي اي لقطة تعهم غاضتني كي قالي طاطا هههه انا طاطا انا مزلت صغيرة على روحي نسيت بلي في يد…,negative,100.0,21.0
أنا أكون,0,أنا أكون,positive,8.0,2.0
مرحبا بيك فالاس,0,مرحبا بيك فالاس,positive,15.0,3.0
@user ألفاظ تدل علي أنك قهوي في تفكيرك لو كنت ولد لبلاد عيب تكتب هاذ لكلام لبنت بلادك 👌,2,ألفاظ تدل علي أنك قهوي في تفكيرك لو كنت ولد لبلاد عيب تكتب هاذ لكلام لبنت بلادك 👌,negative,81.0,18.0
@user الرجال قادرين علاها بلا مزية حتى واحد,0,الرجال قادرين علاها بلا مزية حتى واحد,positive,37.0,7.0
Manalish Khatto .. \ n mazeh .. حفيدتك ، ربي ، أصبحت 🤲🌹,0,Manalish Khatto .. \ n mazeh .. حفيدتك ، ربي ، أصبحت 🤲🌹,positive,55.0,13.0
@user الي يتمشى نيشان مع ربي ما يصرالهش هاك\nبالعكس ربي دايما يبارك في الحاجة الحلالية و لي كون في عون خوه,0,الي يتمشى نيشان مع ربي ما يصرالهش هاك\nبالعكس ربي دايما يبارك في الحاجة الحلالية و لي كون في عون خوه,positive,100.0,20.0
كانت إيلا ديجا محاط عينيها,1,كانت إيلا ديجا محاط عينيها,neutral,26.0,5.0
ضربة زعم,1,ضربة زعم,neutral,8.0,2.0
@user 😭😭😭😭😂😂😂😂 علابالي بلي تمسخر بصح هذي لالا,2,😭😭😭😭😂😂😂😂 علابالي بلي تمسخر بصح هذي لالا,negative,39.0,7.0
الله يعطيهم الصحه والعافيه يارب العالمين,0,الله يعطيهم الصحه والعافيه يارب العالمين,positive,40.0,6.0
@user \nوقتاش تفتحوا استيراد السيارات غبنتونا وين رانا عايشين واش هادا ولينا ندوروا بتاع عام دقيوس والنار… @user,2,\nوقتاش تفتحوا استيراد السيارات غبنتونا وين رانا عايشين واش هادا ولينا ندوروا بتاع عام دقيوس والنار…,negative,100.0,16.0
@user اواه علابالي  خو كاين  مقاهى  والله  غير  حسبو  بيين  قالك  بززاف ياخي قهوة  انت خدام داخلك ولا غير  حبسوها,1,اواه علابالي خو كاين مقاهى والله غير حسبو بيين قالك بززاف ياخي قهوة انت خدام داخلك ولا غير حبسوها,neutral,97.0,19.0
@user علابالي راكي تهلوسي 😂😂\nهلوسي بصحتك خارجة عليك الهلوسة 😎🖤,2,علابالي راكي تهلوسي 😂😂\nهلوسي بصحتك خارجة عليك الهلوسة 😎🖤,negative,57.0,9.0
وسوف تضعه,1,وسوف تضعه,neutral,9.0,2.0
مقدمة الجزائر مباركة ، خو خو,0,مقدمة الجزائر مباركة ، خو خو,positive,28.0,6.0
@user @user و انت كي تقطع طريق كاش واحد دار فيك مزية؟\nكاين القانون  يقولك وين تقطع وقتاش عندك الأولوية، ا… @user,2,و انت كي تقطع طريق كاش واحد دار فيك مزية؟\nكاين القانون يقولك وين تقطع وقتاش عندك الأولوية، ا…,negative,94.0,18.0
ونفس الشيء,1,ونفس الشيء,neutral,10.0,2.0
تحلالك الدنيا ، مين يموت قلبك يعني : \nلازم تخسر كاش حاجة باه تعيش مليح ملازمش يكون عندك كلش✌️😉,2,تحلالك الدنيا ، مين يموت قلبك يعني : \nلازم تخسر كاش حاجة باه تعيش مليح ملازمش يكون عندك كلش✌️😉,negative,95.0,19.0
@user وايييه ... تبهديلة و تبون فرحان 🥴🤦🏽\u200d♀️ ما كاينش النيف طار 😂😂,2,وايييه ... تبهديلة و تبون فرحان 🥴🤦🏽\ud♀️ ما كاينش النيف طار 😂😂,negative,62.0,12.0
@user 😋😂😂 سي هي مش حاجة كبيرة 🤭🤭\nايااا وكيفااه زعما باه نسرقوووه مديلنا المفتاح 😋😋😂😂😂,2,😋😂😂 سي هي مش حاجة كبيرة 🤭🤭\nايااا وكيفااه زعما باه نسرقوووه مديلنا المفتاح 😋😋😂😂😂,negative,80.0,14.0
@user وعلاش راكي مقلقا,2,وعلاش راكي مقلقا,negative,16.0,3.0
@user وقتاش يفرج ربي و ينحي الشك لي بيا,2,وقتاش يفرج ربي و ينحي الشك لي بيا,negative,33.0,8.0
@user @user @user @user هههههههههههههههه هاداك لي حاطه راه طلع وهدر واعتذر وزاوجة يا… @user,2,هههههههههههههههه هاداك لي حاطه راه طلع وهدر واعتذر وزاوجة يا…,negative,61.0,10.0
حتى فكر نيوتن في ذلك 😂,1,حتى فكر نيوتن في ذلك 😂,neutral,22.0,6.0
@user علابالي ربي يحفظك 🎩\nسوسبانس لآخر دقيقة 🤣🤣🤣,0,علابالي ربي يحفظك 🎩\nسوسبانس لآخر دقيقة 🤣🤣🤣,positive,43.0,7.0
مرحبا للعائلة,0,مرحبا للعائلة,positive,13.0,2.0
وماذا تريدني في روحك,0,وماذا تريدني في روحك,positive,20.0,4.0
أخي العزيز ، أنا ، من الله ، لا أحب هذا المنشور ، ولا نحب أن نسبب مشكلة ...,0,أخي العزيز ، أنا ، من الله ، لا أحب هذا المنشور ، ولا نحب أن نسبب مشكلة ...,positive,75.0,19.0
Berboush setif mleiha أو Walo,1,Berboush setif mleiha أو Walo,neutral,29.0,5.0
نهدر و نضحك معا ڨاع الناس بصح \nعلابالي شكون الذيب و شكون الحبيب😶,1,نهدر و نضحك معا ڨاع الناس بصح \nعلابالي شكون الذيب و شكون الحبيب😶,neutral,65.0,13.0
ومع acedi \ n bin sabaini ، أفضل ما تركه في أفريقيا \ ufae,0,ومع acedi \ n bin sabaini ، أفضل ما تركه في أفريقيا \ ufae,positive,58.0,14.0
ألمانيا من سيغري تقول 🤣,1,ألمانيا من سيغري تقول 🤣,neutral,23.0,5.0
مرحبا بيك .. حب جيد ، الحب,0,مرحبا بيك .. حب جيد ، الحب,positive,26.0,7.0
@user صح ثقيل بزاف لهذا لازم تنوضوني غير بالسياسة 🤣🤣🤣,2,صح ثقيل بزاف لهذا لازم تنوضوني غير بالسياسة 🤣🤣🤣,negative,47.0,9.0
@user مشي كبير بزاف مزية 😂,0,مشي كبير بزاف مزية 😂,positive,20.0,5.0
قلت وأنا بازاز هو إجازة,1,قلت وأنا بازاز هو إجازة,neutral,23.0,5.0
@user علابالي تبغو لي ي.ذلك.م @user,2,علابالي تبغو لي ي.ذلك.م,negative,23.0,4.0
@user تبهليل هاذا,2,تبهليل هاذا,negative,11.0,2.0
موير ، أنت لست على علم بيدك,1,موير ، أنت لست على علم بيدك,neutral,27.0,7.0
@user مام زكارة وتبقى مكراشة ،😑😑,2,مام زكارة وتبقى مكراشة ،😑😑,negative,26.0,5.0
@user 😌❤قطوطة حنان مدام تبعيهم يعني حنينة بزاف,0,😌❤قطوطة حنان مدام تبعيهم يعني حنينة بزاف,positive,40.0,7.0
@user ماشاء الله تبارك الله استاذنا الفاضل والشيخ الكبير لي معاك انا قهوي وافتخر,0,ماشاء الله تبارك الله استاذنا الفاضل والشيخ الكبير لي معاك انا قهوي وافتخر,positive,74.0,13.0
وعندما نبيع رسوماتك,1,وعندما نبيع رسوماتك,neutral,19.0,3.0
ومعها الكلمات التي ليست أساسية.,1,ومعها الكلمات التي ليست أساسية.,neutral,31.0,5.0
@user يبارك فيك يا خو,0,يبارك فيك يا خو,positive,15.0,4.0
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههلا ، ولا يوجد أي تغيير في الأشخاص الذين تغيروا ، وكانوا معنا ، هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههلا ...,0,ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههلا ، ولا يوجد أي تغيير في الأشخاص الذين تغيروا ، وكانوا معنا ، هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههلا ...,positive,280.0,16.0
@user مكانش علابالي بيها هذي تسمى خرجلو ليه,1,مكانش علابالي بيها هذي تسمى خرجلو ليه,neutral,37.0,7.0
أنت لا تعرف ، لذلك رأيت الفيديو ، نيشان آلخيلجا 😂,1,أنت لا تعرف ، لذلك رأيت الفيديو ، نيشان آلخيلجا 😂,neutral,49.0,11.0
@user حتى انا عجبتني بزاف,0,حتى انا عجبتني بزاف,positive,19.0,4.0
ها -ها -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -Ha -Ha -Ha -Ha -Ha -Ha -Ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha.,0,ها -ها -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -Ha -Ha -Ha -Ha -Ha -Ha -Ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha.,positive,275.0,69.0
@user ايه علابالي حنا لي غالطين!,2,ايه علابالي حنا لي غالطين!,negative,26.0,5.0
هاذي واش ماعلاباليش بروحي وش ديرت 😂😅 تخلاط لي بزاف مش مليح @user,2,هاذي واش ماعلاباليش بروحي وش ديرت 😂😅 تخلاط لي بزاف مش مليح,negative,58.0,12.0
@user ولابد هههه ماكاش الهربة هههههه,0,ولابد هههه ماكاش الهربة هههههه,positive,30.0,5.0
@user كتروا بزاف كل عفسة يدربوا فيها نصف ساعة اوركسترا قريب ساعة و دوك هدرة ما حبوش يسكتوا normalement thank you و السلام عليكم,2,كتروا بزاف كل عفسة يدربوا فيها نصف ساعة اوركسترا قريب ساعة و دوك هدرة ما حبوش يسكتوا normalement thank you و السلام عليكم,negative,121.0,23.0
"@user ياو علابالي بصح كلمة عيانة""""لفظ سوقي"""" تقدري تقوليها قدام باباك مثلا  نهار العيد و لوكان جات نورمال و مالا… @user",2,"ياو علابالي بصح كلمة عيانة""""لفظ سوقي"""" تقدري تقوليها قدام باباك مثلا نهار العيد و لوكان جات نورمال و مالا…",negative,106.0,19.0
الثقة بالحب اني نغيب عليك ونرقد\nوانا علابالي بلي ماراح دير حتى ❤️\u200d🩹\nحاجة تخذلني ورا قلبي حتى لوكان\nيمدولك الدنيا كاملة.... 💔🥺🥀,0,الثقة بالحب اني نغيب عليك ونرقد\nوانا علابالي بلي ماراح دير حتى ❤️\ud🩹\nحاجة تخذلني ورا قلبي حتى لوكان\nيمدولك الدنيا كاملة.... 💔🥺🥀,positive,131.0,20.0
@user علابالك كاسانو كي نشرت هذ التغريدة انت اول واحد جاء في بالي \nعلابالي راح تقول هكدا😂😂😂\nتوحشناك علاش ر… @user,0,علابالك كاسانو كي نشرت هذ التغريدة انت اول واحد جاء في بالي \nعلابالي راح تقول هكدا😂😂😂\nتوحشناك علاش ر…,positive,103.0,18.0
@user جابوه زكارة فالمغرب.,2,جابوه زكارة فالمغرب.,negative,20.0,3.0
@user @user @user @user مرحبا بيك وان شاء الله ربي يلاقينا,0,مرحبا بيك وان شاء الله ربي يلاقينا,positive,34.0,7.0
نيشان خويا ، أن الله يخفف كل شخص,0,نيشان خويا ، أن الله يخفف كل شخص,positive,32.0,8.0
@user المطلوعة وقتاش كليتها ? شحال من ساعة قبل الجري !,1,المطلوعة وقتاش كليتها ? شحال من ساعة قبل الجري !,neutral,48.0,10.0
@user صباح النور \nنشوفو وقتاش انحبسو انا وياك 😆,0,صباح النور \nنشوفو وقتاش انحبسو انا وياك 😆,positive,42.0,8.0
@user ناس سكيكدة خيار الناس,0,ناس سكيكدة خيار الناس,positive,21.0,4.0
@user هاذو واقيل من الاول وليس ملخر😎,0,هاذو واقيل من الاول وليس ملخر😎,positive,30.0,6.0
أريد أن أحتاجه إذا كان لدي أموال نقدًا ، ولن أنفقه ولدي طويل \ uf,1,أريد أن أحتاجه إذا كان لدي أموال نقدًا ، ولن أنفقه ولدي طويل \ uf,neutral,65.0,15.0
@user @user اااه شكرا لأخ مكانش علابالي 💙🤍,0,اااه شكرا لأخ مكانش علابالي 💙🤍,positive,30.0,6.0
استراحة,0,استراحة,positive,7.0,1.0
@user مزية تفكرتونا,0,مزية تفكرتونا,positive,13.0,2.0
ومعه ، لا أريد والدي وأنا سعيد بي,0,ومعه ، لا أريد والدي وأنا سعيد بي,positive,33.0,8.0
@user @user كل واحد و المبنى ديالو نيشان,0,كل واحد و المبنى ديالو نيشان,positive,28.0,6.0
قلت وأنا بازاز هو إجازة,1,قلت وأنا بازاز هو إجازة,neutral,23.0,5.0
حتى الآن ، ما زلت لم أفهم ما هي فرنسا منا.,1,حتى الآن ، ما زلت لم أفهم ما هي فرنسا منا.,neutral,42.0,11.0
@user الله يبارك راكي شابة بزاف بزاف تهبلي,0,الله يبارك راكي شابة بزاف بزاف تهبلي,positive,36.0,7.0
@user زعما انا واحد منهم.,1,زعما انا واحد منهم.,neutral,19.0,4.0
@user نكره البحر ع خاطرها تبهديل 😂😂,2,نكره البحر ع خاطرها تبهديل 😂😂,negative,29.0,6.0
@user الله يشفيك ويكشف ضرك وكل مريض,0,الله يشفيك ويكشف ضرك وكل مريض,positive,29.0,6.0
بارك الله في خيار الناس الأكثر رشيقة,0,بارك الله في خيار الناس الأكثر رشيقة,positive,36.0,7.0
والوقت ، التغيير ، يريد الله ، سيكون في مصلحة الناس,0,والوقت ، التغيير ، يريد الله ، سيكون في مصلحة الناس,positive,51.0,11.0
مسيو لو بغيزيدون🤥\nياودي يا الشوهادا  ياودي\n😂😂😂😂😂\n@user,1,مسيو لو بغيزيدون🤥\nياودي يا الشوهادا ياودي\n😂😂😂😂😂\n,neutral,51.0,6.0
