tweet,label
الله أكبر القدس عاصمة فلسطين الأبدية و لقد فتحتم أبواب جهنم عليكم يا يهود',2
sinon ghbrty 3lina mandiroch chi café,1
"من بعد سنوات دالظلم وتطفل الحقوقيين لي وقفوا ضد تنفيذ حكم قضائي.. ملف “امعيدات” بسطات تنفذ بانزال أمني وكانو اعتقالات وجدارمي تهرس,",1
"نايضة ف “الگونگريسو” على طرد ناشطين صبليونيين كانو باغين يتلاقاو مع الانفصالية سلطانة خيا,",1
أشرف حكيمي 19 السنة فخر المغرب ',0
diha frassk okhli 3lik ihab o soha o rah al mghriib kamlo m3ahom o nta monafi9 o lah ital3ak nominie,2
السياسة نفاق. هوما يتافقوا على حساب الشعب النغلوب على أمره. وهبي...الأزمي... زمرة واحدة ',2
الشيطان يقبع في التفاصيل ههههه,1
ترح و ترجع بالسلام ياحبيبي',0
nchaellah hit machi sahla tsafer o tji tkon 3ndha hafla bhal hadi 3alamia,1
whed siyed mn 3aila kiji lcasa kihet voiture dyalo makihezhaach kigolina kiadiro tsogo fiha hhh,1
Hanan raki ghniti mzyan flprime kantmnaw tkoni bhal ihab otftakhri btamghribiyt dyalk khlik m3a nasoum #HananeElKhader #socialmedianight,0
"رئيس فريق البي بي إس فالبرلمان لـ”گود” على فضيحة ترويج برنامج فرصة: فولكلور تلميعي تخسىرات عليه ملايين الدراهم من المال العام بلا فايدة,",1
hhhhhhhhhhh w chi w7din ghir blkhel bach kaycheleloh,1
الديمقراطية هي عطيني حقي وتجي لعندك الطائرة حتى للدار والله منقول شي حاجة,0
"ماكين غير النفاق لي خدام و صافي لاهو لا غيرو""""""""""""""""'",2
مجلس الأمن نشر بروكرام مناقشة مستجدات ملف الصحرا فهاد الشهر,1
hanon hbiba khadmi leval mzn bghina nxofok kadarbi plz bghina la9ab lik kanmoto 3lik slt nassim rafa anis,0
@user dkhol tag o tchof ohtaa groupes dyawlhom glk baghin irebho bhali rebhona f mossaba99a 3alamiya hhh obhal shorty ...,0
ا لمهم قولوا ما تريدون المهم الفلاح واكل مسكين الشحط',2
hhhhhhhh 3lach 3endkom maytkal f lkhra2er hhhhhhhhhhhh,2
daba ghi binatena 59 matou f o makeyena 7eta tasswira wa7eda fiha les victimes ma9touline tanz 3akeri hada,2
"اسبانيا : البوليس شدو مغربي متهم بقتل مستشار اشتراكي وعمدة سابق لغرناطة,",1
تفرجت لهاد المقابلة امين حاريث كان فالمستوى العالي وقدم مبارة اكثر من رائعة',0
"أستاذ اغتاصب تلميذة قاصرة.. ها شحال خدا ديال الحبس اليوم بعدما تنازلات الضحية قدام جنايات فاس,",1
غذا امام الله سنحاسب فماذا قدمت للقدس لاشئ غير التعليقات التافهة ',2
@user Wach a khti nti mghribia ??,1
قتلوه و كي عزيو فيه العزاء لي يمكن يبرد غليل عائلة الفقيد هو معاقبة لي قال طحن مو بشدة,0
"@user nshallah, mais khsa ykun fkhbara 3andk ymshiw ysardola shi haja f DM w yjibla lah tina",1
@user La asat ghir 7ayad hadi 7na makan7arbohomch bnafs sla7hom dakchi f lwa9i3 wa chokran,2
جديد “الجنس مقابل النقاط” بسطات. الوزير متمسك بالعقوبة الإدارية وسد على التواطؤات في الملف,1
tana maknfhamch fih mzn 4ir banli 3andk l9fl o chi marat tanbghi ndir lik rett o matybghich hhhh,1
أبداعتي ياأختي عفاف﻿',0
الخارجية للملك و الداخلية للملك ولبنكيران السكن الوزاري و سيارت مرسديس ..و بالبلابلا ...,2
@user ila bse7 rah hadi tkoun 2 derbat f nhar wa7ed hhhhhhhhhhhhh,1
@user hchoma 3lik nta baghi liya lforiyan o ila rditih lakhtek ndih ach ban lik,2
hhhh ana rah 9aleb m3ah l pc,1
nn kayn ghir psuma,1
إن شاء الله وﻻية ثانية لﻷستاذ بنكيران،إنشاء الله الصحف و  قنوات المراحيض إلى مزبلة التاريخ,0
متى سيتهم بن زيدان ديالكوم الشفارة ديال البلاد و خدام الدولة ولا حاضي غير هذا ؟,2
السلام عليكم اللهم يا ربي تنصر محمد السادس ملك المغرب المحبوب,0
خطء من طرف المدرب',2
@user ghandmoha 3la nhar li wlat fih modi3a hadok makinfa3ch m3ahom ro9ay ro9ay dyalna howa li khalahom yrkbo 3lina,2
"@user @user wach momkin ,imchi ista9ar fchi blad man ghir bladou,wachnahwa lblad li3ziza 3lih man ba3d blado lmghrib",1
فماذا استفاد المغرب و المواطن المغربي من هاذه الخزعبلات التي تهدر فيها اموال بدوه فائدة و لو على المنطقة على اﻷقل. فكثيرا من الموريدون و خاصة المغاربة ينضمون الى هذا الفريق سوى لمصالحهم الشخصية و ذلك لما يعرف عن الوساطة التي تشتهر بها و خاصة مع السلطة. اما الوظائف التي تستغلها هذه العائلة و اﻹمتيازات من الدولة فحدث و لا حرج.',0
لا تبكي يا فلسطين على حالك حقك ترفعي راسك بأبطالك القدس لنا شاء من شاء وأبى من أبى القدس',0
@user iwa 3allah ya babak tji that rajlik 3and syadak lama nwariwk ljawab dyal had sou2al ah ok rahna ntsanawk a boubi,2
الله أكبر اللهم إتركنا على طاعتك حتى ندخل اللهم آمين',0
fach kano ihabiyn ou souhabiyn ou sahlawiyn id wa7da kano tichaklo 9owa wakha kan ma3your min fans maba9ich ou fans 3abas,1
chirine ana b3ezzek bass sma7ilii 3la akhla9 7elwa l2an ba3d tassarofha ma3a nassim bayanet enha 3onssoria,1
المغرب واحد واحنا مغاربة موحدين من طنجة لكويرة أن شاءالله بقيادة ملكنا المحبوب محمد السادس,0
hhhhhh chmn in9isamat bel3aks kanchof f hadi bli mta7din tbarkllah,0
"موظف فمقر القاضي المقيم فمدينة آيت باها جاب الربحة بسباب الرشوة,",1
تحياتي لك يا دكتور مع فائق الاحترام و التقدير ',0
@user @user ana bda mn sbah ftag kanchofhom homa lihajmin 3lina ..hchouuma gaaa3 asslan kidalmo dounia bhad mo9arana...,2
مدرب ويستهام: نايف أكرد واجد لكأس العالم,1
نعيش في عصر السفاهة',2
7na f casa kent ghir ana ou s7abi hhhhh,1
عارفينك ها بيدق اسي بنكيران,2
وانظر الى شيخ فلسطين فأتعلم الحكمة',0
ah larbet weld 9e7ba walakin 7na 7wawna les joueurs dialna bla matb9aw tkedbo 3la rasskom,2
ماذا حققنا من الإنتخابات البرلمانية !!!! أين هو التغيير,2
الحزب الوحيد إلي فيه الضوء في المغرب هو العدالة و التنمية',0
الله يرحموا خويا او الله يعظم الاجر و عزاؤنا واحد في الفقيد محسن فكري,0
rabi ykhali alhbiba makayn ghir nachat o chi machat,0
البيجيدي تيقلبوا على خلا عشتهم. بان ليهم باللي التحالفات صعيبة ولاو غير تيشيروا ههههههههه,2
@user @user chno banlikom linata7id dida l haja ma3a hanane lekhader bl3rbya akid???,0
Mziana f waldin mkoum hhh https://t.co/9Bx98JDJtW,2
kol sana winta bikhir min mabaqish inchallah inta o hanane dalo ikhwa,0
عاش مغربنا الحبيب...عاش ملكنا محمد السادس,0
وهناك من يقول لا مدارو والو بغيتهوم اجيبو ليا بحال رجال العدالة والتنمية',0
وحزب العدالة والتنمية حزب المؤسسات حزب ديمقراطي ونحن نفتخر به',0
"@user hahahaha, si, hna, ma kan hdrouch biha.",0
koulchi skhef b had sehd wla ghir ana,1
سؤال غبي من صحافي أغبى،أظن أن هذا السؤال لا يرقى إلى المكان وإلى الشخص الذي طرح عليه،بل هذا مجرد كلام الشوارع لا غير',2
@user Ga3 man3st walakin ngolo good morning ☀️,0
ghir semhi lya a hbibti tt 🙏🙏😭 wlh ma kdebti lkhedma salat m3aya o 3ad chi 7wayj akhrin tzadoni an chref 9bel exo 🤣🤣🤣,1
mal bnadm ghadi l vmas 7alto,2
بحبك يانجمه',0
احنا دولة ملكية ولنا حرية التعبير اما باقي العرب دول جمهورية و يعيشون الدكتاتورية لهادا يغارون مننا,0
"الصين سدات شنگهاي بسباب كورونا. المركز المالي للصين و25 مليون مواطن تسد عليهم,",1
محمد أوزين هو الشفار اللي ضرب 22 مليار و خرج بدون محاسبة في مغرب دولة المؤسسات و داك التخربيب لاخور,2
asegu3a daba ynodolek jama3at ana anssa7ib ye7eydolek jenssiya khedrawiya hahahah d,2
الحبيب محمد صل الله عليه وسلم عاش في مكة وفي حقبته لم تكون هناك دولة اسمها السعودية,0
hh khedama b tele 3andna dyaf ghir kangfel o kanhez tele hhh ama tweeter kanbghi nkhdem b pc,1
تحيا جمهورية المغرب الديمقراطية فليسقط حكم الطاغية,0
@user wach katfahmi l3arbiya ya lbarhoucha wla la bsahatnaaaa nokono fansha hna 3ajbana ntoma diwha ghir fboubi dyalkom li khdam,2
وقيلة الحي اللاتيني خدمتيني دابا غادي نوض نقلب,1
صحف ديال المرقة لا نتوما لا هوما انعل جد بابكم الكلب تساهمون في تكليخ هذا الشعب و إستبلاده حسبنا الله و نعم الوكيل فيكم',2
★ صور نادرة وخاصة هدية لجلالة الملك,0
أشاد يشيد نحتج نستنكر نغضب خط أحمر خط أزرق بركة من .....أنزل ادير شي حاجة مع الشعب عيينا من هاد الهضرة الخاوية ',2
@user Wiiiiili darouri coca me3a thon et 7ror Cest la base hhhh,0
وفقك الله عزيزتي عفاف بداية موفقة، فيديو أكثر من رائع نتمنى لك المزيد من التألق احبك في الله﻿',0
اللهم تجار الدين ولا بزناز ميشرفنيش رئيس حكومة امي هذا را اكبر فيروس كان غادي اتوشي لمغاربة,0
اعتقد سيكون صعب الا اذا تحالفت مع من قلت عليهم  تجار المخدرات او ال تماسيح والعفاريت,2
واش هذا طالب ولا رجل دولة  الهبال هذا فالمغرب,2
wach kate3mel ichhar bach ydekhlo 3edyan yetchefaw hadouk rah mostawahom zen9awi 3ib we 3ar 3la mgharba msa7 had chi 3afak,2
@user Kounti tgoul lih yallah ndirou chi rki3at bardine !,1
hhh la machi haydak ana trabit n3awel 3la rasi dakchi 3lach makan7taj ta 7ed gher llah w khouti w walidiya,1
@user bb nti makatiqich fia 💔🚬🚬,2
تحية لفدرالية اليسار التي تضم نخبة من الشرفاء الدين يتصدون لسياسة التفقير و التكليخ التي تنهجها الحكومة. صوتي للرسالة,0
الله ينصرك على المفسدين..',0
"@user mrehba bik yalala, machhitek hadouk mkhibrat b lekhli3",0
"بعد حملة مقاطعة التمور الجزائرية.. الحكومة: كَاع المنتجات الغذائية المستوردة كتدار ليها تحاليل خاصة واللي كاينة دبا فالسوق كلها مزيانة,",1
ntfahm b la silki,1
هاد شوف تيفي مسكينة جريدة غير ناجحة و غير حاضية خبار الطيابات د الحمام',2
"بلينكن من قلب الدزاير: إدارة بايدن مابدلاتش موقف واشنطن الرسمي من قضية الصحراء ومبادرة الحكم الذاتي المغربية هي الحل “الأكثر جدية وواقعية ومصداقية”,",1
ونعم الرجال انتم يااهل الحسيمة.,0
ina jarida hadchi ana ba3da kanbghi nchofo maknl9ach hhh,2
قبل مقتله آخر كلمة قالها ...عاش الملك عاش الملك ...اللهم احفظ لنا ملكنا ...رحمة الله على فكري,0
"تقرير برلماني رصد مشاكل قانونية فإصدار مذكرات الروشيرش: ضروري تكون بتعليمات كتابية ماشي شفوية والنيابة العامة خاصها تحرص على هادشي,",1
ziin diro f le lieu la france tal3oha 3ndhom f trend,1
hadi li khassha wissam machi dounia batma,1
اللهم اغثنا بقنوات تساعد على توعية الأمة لا لجهلها و انحرافها... اللهم آمين ',2
طنجة تقلبات بعد العثور على طالب مذبوح داخل دار فحي مسنانة و”لابيجي” دخلات على الخط,1
ماشاءالله الله بالتوفيق والنجاح إن شاء الله',0
casablanca ain diab la corniche,1
التسامح والعفو من القيم الإسلامية الرفيعة',0
makanoch kayt3awd fihom lbii3 mn ghir had lblan rah kayn ljamal 😹😹,1
update nass li charko m3ana f gos dyal o ka ntmena tssebro m3aya mazal hadi 3 fois kan mchi l amana nssift likom albums but maka tewsslnich nouba t9oul wach nass kay bato tema😭😭 ana dayra ma f jehdi nsifthom likom asap🙏🥺 m,1
له على الرياض و الجمال و العيون المتدفقة بالمياه العذبة. و هذه الموسيقى النابعة من تطوان الجميلة.',0
chapeau javel o maydir liha hakka,1
La petite princesse @user bghat tgolikom chi 7aja nsam3o liha alors ;) #FVX #JVTK… https://t.co/0Rl5j9KhKQ,0
wach kayn li isawat rah fato 3awtani finkoum @user @user @user @user @user @user,1
ايوا غير خاف السي العماري را هاد شي لكاين الشعب يتق في حكومة بنكيران,0
hhhh la hada kant 3ajbah hanan mani ma3tatouch wajh ou chaft fih 9lab 3liha we yimdah filghir,1
@user plz fati hawli tsefté hwayj lhanane m3a soukaina lfinal kolchi rayjib hwayj jdad brina hanan ta hiya tban,0
وربي يسعدك وينورك ياأغلی إنسان عزيز علی قلبي ويخليلك ويعيشلك الوالدين ديالك يانور عنيا أنت الكبدة وأنت العمر وأنا نحبك كثر وكثر',0
الإعلام حزب الفساد البام,2
@user dounia lehbiba dyali kan7maa9 3lik o kanmouut 3lik rak dima mtfew9a o dima f 9loubna &lt;3,0
متابعات تأديبية فحق قضاة أمام السلطة القضائية,1
الدول العربيه فقط مستهدفة سواء على نزاع عرقي وديني. الصين فيما الاف اللغات ولم نسمع بهاذا المانيا فرنسا بلجيكا .نسمع بهاذا فقط في المغرب الجزاءر',2
rah 3ayni 3lik makayn ghir da9 w skat w ktebt hakda bel3ani bach ma yfehmo 7ta zfta 🤣🤣 khali tarjama tnef3o 🤣🤣,0
وا زبي مكاتعرف تا تهدر بقا ليك غا سياسة هههه لبلاد راحت في زبي,2
تلك التلال من الثلوج ، التي تتيح للسائح التمتع بممارسة رياضة الثلج على الجليد ،و الاستمتاع به ،والاستمتاع بأغاريد الطيور',0
@user chftiha olala kon kant chi haja kon galhalmabelle hya lowla o aslan awili hadak gha stoon osafi drya zwina ktji lprime osafi,0
نجمة “تيلي رياليتي”.. المانكان الفرنسية مارين الحيمر علنات الإسلام ديالها,1
إغضب...فإن الارض تحزن عندما يعتليها رجالا عاجزين هامدين و من الكرامة محرومين',2
"تقرير إسباني : سدان الحدود أثر سلبيا على العمالة المنزلية فمليلية بنسبة 80 في المية,",1
hado lo3ab li kay7amsoni nle3bhom adrinaline,0
وانت احلا سعد واقوى سعد رغم الضروف و رغم الحاقدييين',0
اكتر لاعب أحبه واحترمه يلعب داءما على القميص الأخ الرائع فيصل فجر أتمنى من روناردد يمنح مكانة أساسية لفيصل يستحق دلك',0
وخا تعياو ما تشوهو في صورت بنكيران هو رجل المرحلة ولا مناص على فكرة مواصلة الاصلاح,0
hhhh rah dak chi li 5aft mano,1
البوليس الإسباني فك ريزو مكلف بنقل الحشيش المهرب من المغرب لفرنسا – فيديو,1
كان القوم مجتمعين في أمان الله,1
hanan Hayati Lh Iwaf9ak Lah Ikon M3ak Kanbghiiiiik.Nti W ihab wSaho Plz ghanili barifia Kanbghiiiik #HananeElKhader #socialmedianight,0
"النقابة الوطنية للتعليم: بغينا نظام أساسي عادل كيدمج “أساتذة الكونطرا”,",1
الله يرحمك يا احسن ملك يكفي انك تركت لنا هدية ملكنا محمد السادس الله يحفظو,0
لو تهطل خمسين في المئة من الامطار التي تسقط بامريكا لغرق المغرب قاطبة',2
tahoma bghaw it7alfo m3a fans ali wach fhamtini,1
ana msayba imilat o makan 3rafch nsawat,1
@user Mafatek walo kolchi 9eddamk hhhhh,0
@user hhhhhhhhhhhhhhhhhhhhh ila makheft nkdeb eval intihar,0
مسجد الشعب المغربي المقهور',2
"الجمعية المغربية لحماية المال العام: اعتقال البرلماني الفايق وخوه رئيس مجلس عمالة فاس كان قرار جريء خداه الوكيل العام,",1
عبارة رائعة',0
@user @user Oui ana mojoud khass ghir SiAziz i9ad programme . Twahachnak khouya .,0
أوقفوها واريحونا من برامجها والضرائب التي ندفعها لها ظلما وعدونا رغما عنا ',2
7na asslan la3bin ghir 3la alba9a2,1
@user @user ms dik lmra badlo dina f akhir l7da ya khoufi,2
"شهادة “ISO9001”.. المركزين الجهويين ديال تحاقن الدم فتطوان وفاس نجحو فالكونطرول,",1
فوطوكوبي.. اليابان اخترعت روبو كيشبه لوزير الرقمنة – فيديو,1
والله اننا نفتخر بك وبامثالك من امة محمد وستبقى الاردن واهلها باذن الله قلعة الصمود والاباء ',0
lay rham babak ila ma9elbi 3lina had sbaaah wadehna 9beel mnkouum mawdou3 kiwaterni bezaaf,2
الله يديم استقرار والامان في جميع انحاااااء المملكة ويبعد علينا الفتن وولاد حرام,0
ادا اختلطت السياسة بالدين فالننتظر الساعة يشتغلون الدين لاجل مصالحهم وعموم الشعب امي لا يفرق بين تجار اادين والسياسة يجب توعيتهم,2
نفس الإبتسامة 😁',0
@user @user oui sur yalah daba d5ilt nismi3 li9a2 ta3 DONYA kautil3o liya impossible,1
twseli b alf khir ahbiba kantnsnawk bfarigh sssabr,0
"تقرير : سلاح الجو المغربي قريب يتسلم من الإمارات الدفعة الأولى من طائرات ميراج 2000-9,",1
سامسونغ لاانصح بشرائه ابدا ،اللهم اتي قد بلغت',2
بعض تعاليق تبين نية شريرة وقلوب السوداء ومتاكد انهم يمتلكون صيدليات',2
7chouma 3lik mskin tl9ayh mkbout f 7yato hna fin kayl9a ra7to f ta3bir lkhamej o kay7s rah rajl surprisrah machi hia hadi rojla,2
الشعب أعطى قلبه وروحه للبجدي وأما بن كيران أعطى قلبه وروحه لخادم الدولة بل للشفارة,2
شوفتي مع من عايشين اخاي راه ناس قلال لي عاايقين بالبلاد كيف غادية و الاغلبية غير العبيد و الجهال,2
@user Ohh dkhel andou htal west tirane ou chedou men idih walakin makinch m3amen la3ab maghribi mazal 3endou akliya hawyaaa,2
o3lach i9ssiw ibtissam bohedha mn don nass,1
gaa3 nass katkon 3andhom machakil howa ila kan kissemi rasso sahafi makhassoch idakhel f nass bhad tari9a,1
قواعد صحيحه..وواقعية..ولكن لاتناسب الواقع العربي لانه سيراها اغلبية الشعب العربي عبارة عن قول افك لا قيمة له',2
hamdolilah et toi saraha bakimalkit stage hwa li mbrztnii ohamdolilah rmdan zwin ontii,0
الان ساحة محمد السادس فارغة،تم القبض على القاتل،الحمد لله ،عاش الملك وعاش المغرب,0
دائما نجمة و متألقة و متميزة و انا شخصيا يعجبني صوتك بزاااف و احس فيه نوع من الحنان ',0
شعب مقدرج ومحترمج منطيج الحريه اللي العرب خلوج تحلمين بيها الى درجه هاجرتي لامريكا علمودها ليش هل التصرف عوفي هاي السيره وعيشي حياتج',2
لو كانت فنانة عاهرة لتضامنت معها الدولة.ولكن هدا ليس الا مجاهد من اجل خدمة الوطن.,2
ihabo hada hisab fans l anis moch anis,1
رحم الله المرحوم محسن فكري وانا لله وانا اليه راجعون ورزق دويه الصبر والسلوان,0
الوزيرة المنصوري: انا مراكشية ما تيسكتني حد,1
hadok li tchj3i li 3ndhom jomhour ri khtiwha 3likom hanane wakha ykoino 3ndha ri 10 d nass baraka 3liha mohim ykouno awfya2,0
@user inchaalah nta li radi trbeh salah,0
"عواشر مبروكة لجميع المسلمين.""""""""""""""""'",0
نحن في الناظور كلنا محسن فكري الشهيد البطل رمز الرجل الريفي والله الوطن الملك,0
sm7i lia 3la liz3aj ila 9lt lik tantmena lik enaja7 enshaa allah ou lkher men 9lbi allah ywf9ak yarab tantmena tjawbeni,0
يا للمفاجأة! العنف ينتج عنه المزيد من العنف و الحل هو المزيد من العنف في نظر بعض الناس',2
ach dkhl lmaghariba f had tafahat,2
raniaa hhh ra bezaf knt dayralihom bloc mn ayam academy hta ana mnhom ohaydato ama hiya lay3amrha dar hhh,0
"القضية اللي فرشاتها “كود”. اللي طلع متهم بالنصب على المتبرعين هو الدكتور التازي ومراتو . 8 ضحكو على محسنين وعلى الضمان الاجتماعي,",1
تحياتي للمغاربة الاحرار برافو عليكم',0
ولمكردع مزوار مدهل وصوره كيبوس  من الجهتين,2
"منظمات حقوقية اسبانية راسلات أمين المظالم وفرشات الشونطاج اللي كتدير الداخلية ديالهم مع الحراگة المغاربة والجزائريين فمركز الخزيرات,",1
بنكيران يشرمل في المغاربة والصحافة المشبوهة تطبل وتغيط لإجراء إداري بسيط، سيروا الله يعطيكم التونية,2
اللهم ارحمه وانتم اشد انتقام من قتلته فكلنا محسن فكري الدي كان يعيش بعرق جبينه,0
نواب الغمة  والنوم,2
"بلاغ فايك بإسم الوكيل العام للملك فوجدة حرك النيابة العامة.. لونكيط بدات وكيقلبو على مول الفعلة,",1
akiiid dima maghrib wlad bladna hna m3ahom fin ma kano,0
مجموعة متوازنة البعض يتحذت عن الكوت ديفوار ربما الكونغو الديمقراطية أصعب من الكوت ديفوار,0
الله يسر أمرك انشالله,1
"منعطف جديد فخطاب مارين لوبان على التشدد الإسلامي : الحجاب “مشكلة معقدة” ومشروع الحظر غادي يتطرح للنقاش فالجمعية الوطنية,",1
"دعم مدريد لمبادرة الحكم الذاتي فالصحرا المغربية سطى نظام العسكر فالدزاير.. وقفو تعاونهم فمحاربة الحريكَ وقطعو الرحلات الجوية مع إسبانيا,",1
hadechy li kerite f hespress p,1
خاصني نوجد السيڤي كما نتقبل تانا نولي شي سفير ديال شي دولة واخااا عاكوبا ولا هايتي,2
houto souwar o video rah titla3 bisor3a,1
hna kanmoto 3lik kifma nti b9ay m3a rafa wakha kaytkhasem m3ak rah 3ziza 3lih hna likanchofo kolchi slm,0
jaw ramadan f maghreb ghiiiiiiiiiiiiir 3an kol dowal arabia saraaaha,1
nti mghribiya ajnia wana s7ablia khalijiya mazal man3seti hhhhhhhhhhh,1
morocco khoudi lik wa7d akhor 2,1
m3aya t7essi brassek saws la oujdia la francia la chamalia la cher9iya i saws w zgharit awdi,2
بكل بساطة لأنها جميلة ',0
mhm hanya 3lach andabzou 3la moulat lfikraa mhm moroccan armys kamlin tbarkllah 3lihoum w sf💜💜🇲🇦 malin lhashtag kaynin f wa7d lgrp smitou moroccan army squad hna f tweeter 🥰💜,0
استمعت لخطاب بنكيران وصل المضمون قام بإصلاحات جوهرية غير ظاهرة للمواطن  في الحقيقة الناس خدامين مع أحزاب أخرى وكيقولو سنصوت للعدالة,2
#SocialMediaNight #HananeElKhader Hbuba hanan lmgharba makaybi3oush wlahdom apar ila ba3ouk nti grand bisou l ihab w bnt ljazayr lfhla,0
@user @user 3ssbuni w93li mochkil kan9yaakl tmak o kulchi taybghini zaama taymtlo 3lya ftali fach w93li mochkil tlbthum,2
ykhlliw l3rasat w dakchi lakhor li 3aych bih cha3b y7iydoh 🤦‍♀️,1
الشعب ضد بنكيران نسيتها خاصو يقود,2
"ها أول تعليق رسمي من خارجية الصبليون على اكتشاف احتياطات نفطية كبيرة فسواحل أگادير,",1
الرئيس الكيني طيح مسؤول بارز فالخارجية كيدعم أطروحة البوليساريو,1
ntii li makatcharfiich lmaghreb almeharssa alkhanza,1
matgolich hakda ihab o hanan bzoujhom mcherfin lmaghrib o lmaghrib ol jazaer wahed,0
لك الله يا وطني، اصبروا يا إخواني و أشكركم ما دمتم أوفياء لنفوسكم و فضلتم هذه الحالة على التجارة في المخدرات أو السرقة كل الأعمال التي تكتسب رزق حرام و يبقى مصيرها السجن',2
"عامل سطات عطى للمستشار البلطجي 10 أيام باش يجاوب على الفوضى وكلام الزنقة لي قالو فدورة المجلس البلدي,",1
"حكومة اسبانيا طلقو مبادرة “وفيرة” بتمويل أوروبي باش يعاونو عاملات الفريز المغربيات على فتح مشاريع خاصة بهم مني يرجعو للمغرب,",1
fans salom l maghrebi kayhtafel b3id milad salom,0
wchno kadir kadir dik saho f le nom ghaba2 la matila lah,2
عاش الملك محمد السادس اللهم ادم علينا نعمة الامن والامان,0
راعي شوية ا تيفوت رمضان 😂😂😂,1
chokraan bzaaaf chahada dialak 3la ibtissam tiskat kan3tazo biha kamaghariiiba we thenk you so mush,0
Salam ana Ghizlane du Maroc tanbrik bzzaf nti et rafael et ihab B9aw m3a BA3D nti star,0
هههههه إلياس العماري لايستطيع إدارة حشد صغير من مؤيديه وهرب منهم فكيف به بإدارة المغرب.,2
ga3 li kansoni lih w kanl9ah dayr mzika khalijia kanwli nsift lih ghir appel moi howa isoni lia 😭😭,1
تالوين الغالية',0
أول مرة غنشوف شي يوتوبوز مغربية بمحتوى مفيد و رائع فيه احترافية تبارك الله عليك عفاف 💙❤﻿',0
"اسبانيا : 3 ديال الخوت مغاربة وجهاديين تابعين لحزب التحرير الإسلامي كيتحاكمو قدام المحكمة الوطنية,",1
هههههههههههههه زوينة هادالهضرة علاه الحكومة مافراسها ماتعاود دابا الداخلية كاتخدم من راسها لاحول ولا قوة إلا بالله,2
باءع السمك # محسن فكري# يستحق كل الجيمات والرحمات والبركات ..,0
f akhiir 80 mn ard sahra taht siyadat maghreb ba9a ghir 20 fiha dok mokhayamat,0
mohim smiya khaliha hiya hadik hsan ama tof kima bghiti hhh,1
@user @user walo rani ghir ghlat astasmih,1
@user khassna nchofo had ijabiyat li katajma3na ou nsaw silbiyat,0
حزب الخراية والبراضة',2
@user @user @user @user @user Ahhhh sam7ina 7na li ta9ma3na Hhhhhhh galik Justin Oppa hhhhh,2
نعم شيء جميل الا انه يجب المواصلة في هدا ',0
"سانشيث: طلقنا انا والملك محمد السادس خارطة طريق لمرحلة جديدة من العلاقات بين بلدينا,",1
shreft nhar ja ben harper lmaghrib o mahamqtsh rassi nmshi ntferej fih,2
"@user Chofi al7mara ! ana matalan kand3am Ibtissam Bo7edha, lakin s7abha makn3ayerhomch b7alek !! fhamti albeghla ! wa haki BLOQUE",2
hh nti l9iti ki diri mohim mse7tek a khti wlah iwa 39bali ya amina ah barkelah 3lik zwina w souka hbiba,0
asooom hbiba dyalii lmotawadi3a w ra9iiya♥ nowartii donyaaa fhal li mwelfaa dayman tab3an wesali slami l minaaaa,0
lhmd 3la koli 7al et toi la famille hanya,0
مدرب فاااشل',2
malk t3ayr f l psu dssrty a 9ayd serba,1
إذا عاد يندم و إذا بقي في الغربة يتحسر... في الحالتين يخسر...',2
موضوع تافه',2
souhaila ya atyab 9aleb ana magribia bas ljazayer ikhwayna ana kanbgiik bzaf w salami l ihab hanan,0
ماعمرني تصاحبت و ما عمرني تبسلت على شي بنت فالزنقة 🤷‍♂️ اعتراف,1
جبوبتي عفاف اسعدك الله .... ننتظر قدومك الى مدينة الجديدة﻿',0
@user Si si b7ala 7atou lik atay ou ka3eb ghezal 😁 c'est l équivalent,0
promo aghanihom kiferchohom dkhalt daba di tssonami fiha chi 100000 ochihaja,1
ouii f hesspress ktbin 2 ma9alat whd 3la hfl o mbiyin ghir dounia o fadwa ftssawer o ibtssam ktbin 3liha 2 tssawer,1
"تفكيك أتوليي سري لصناعة الفلايك فمنطقة “امليلي” جنوب الداخلة,",1
محسن فكري اولاا,0
"أزمة مصفاة المحمدية.. رئيس الحكومة: ياريت نلقاو شي حد ياخد “سامير” ويخدمها.. واليماني لـ”كَود”: الحل بسيط وهو التفويت للدولة أو تشجيع الخواص للاستثمار,",1
li kissawat et khasso des emails yeji 3endi privé et li makisawatch ysawat 9bel maykhroj le clip rakom naaa3sssin #Ibtissamtiskat,1
wa3ra l7al9a nta ofahid 9atltona bda7k,0
يحبون و يعشقون المستعمر . يا سلااام على حب جميل بثينة مع كراهية الأخوة هههه',2
@user @user chofi a khti dakchi ly 9alt bssa7 w kon kan kdoub kon nihad 9alat likom kdoub bada twada7 l2amr w salina,1
hahaha wa rah tana jani hadchi ghrib d,1
kayn li tsaleh maa lmeghrib,1
@user @user o zaydoun hyathom hadik baghin dakhlo fihyathom chakhssia rakom chwia labass,2
"@user oui oui yalah chft , bnt l*******, marahich sahla had chniiiiwla hayhayhayahy",2
دولة المحامين بغات تأسس مناطق فالمغرب ما خاضعاش للقانون,1
المغرب دولة إسلامية موحدة رغم أنف كل أصحاب الفتن      #لا_للفتنة      #نعم_للأمان,0
Ihab weld Bladi charraftina ou khalik m3a souhaila ghani lia hania ila mchiti ♥ #socialmedianight #ihabamir,0
